"cause","effect"
"hsa-miR-200a-5p","SOD2"
"hsa-miR-200a-5p","SORBS2"
"hsa-miR-200a-5p","SOX17"
"hsa-miR-200a-5p","STK38"
"hsa-miR-200a-5p","STX2"
"hsa-miR-200a-5p","STXBP2"
"hsa-miR-200a-5p","SUMO1"
"hsa-miR-200a-5p","SUV39H2"
"hsa-miR-200a-5p","SYNCRIP"
"hsa-miR-200a-5p","TARDBP"
"hsa-miR-200a-5p","TCF4"
"hsa-miR-200a-5p","TFAM"
"hsa-miR-200a-5p","TFAP2A"
"hsa-miR-200a-5p","TFAP2C"
"hsa-miR-200a-5p","TNS1"
"hsa-miR-200a-5p","TRAM2"
"hsa-miR-200a-5p","TSPAN4"
"hsa-miR-200a-5p","USP6NL"
"hsa-miR-200a-5p","VPS35"
"hsa-miR-200a-5p","YY1"
"hsa-miR-200a-5p","ZBTB16"
"hsa-miR-200a-5p","ZEB1"
"hsa-miR-200a-5p","ZEB2"
"hsa-miR-200a-5p","ZHX3"
"hsa-miR-200a-5p","ZNF638"
"hsa-miR-200a-5p","ZNF639"
"hsa-miR-200b-5p","AGFG1"
"hsa-miR-200b-5p","AKAP2"
"hsa-miR-200b-5p","ANK3"
"hsa-miR-200b-5p","ASAP1"
"hsa-miR-200b-5p","AVPR1A"
"hsa-miR-200b-5p","BNC2"
"hsa-miR-200b-5p","CACNA1C"
"hsa-miR-200b-5p","CASP2"
"hsa-miR-200b-5p","CDH11"
"hsa-miR-200b-5p","CEBPB"
"hsa-miR-200b-5p","CEBPG"
"hsa-miR-200b-5p","CFH"
"hsa-miR-200b-5p","CHN2"
"hsa-miR-200b-5p","CNOT4"
"hsa-miR-200b-5p","DAP3"
"hsa-miR-200b-5p","DNAJB6"
"hsa-miR-200b-5p","DUSP1"
"hsa-miR-200b-5p","EED"
"hsa-miR-200b-5p","EFNA1"
"hsa-miR-200b-5p","EFNA5"
"hsa-miR-200b-5p","EGLN1"
"hsa-miR-200b-5p","ELK3"
"hsa-miR-200b-5p","ENSA"
"hsa-miR-200b-5p","EPRS"
"hsa-miR-200b-5p","ERG"
"hsa-miR-200b-5p","EZH2"
"hsa-miR-200b-5p","FGFR1"
"hsa-miR-200b-5p","FHOD1"
"hsa-miR-200b-5p","FLI1"
"hsa-miR-200b-5p","FLT1"
"hsa-miR-200b-5p","FN1"
"hsa-miR-200b-5p","FOXC1"
"hsa-miR-200b-5p","FRMD6"
"hsa-miR-200b-5p","FYN"
"hsa-miR-200b-5p","FZD6"
"hsa-miR-200b-5p","GATA2"
"hsa-miR-200b-5p","GATA4"
"hsa-miR-200b-5p","GATAD2B"
"hsa-miR-200b-5p","GDI2"
"hsa-miR-200b-5p","GLI3"
"hsa-miR-200b-5p","GRIA3"
"hsa-miR-200b-5p","HECW2"
"hsa-miR-200b-5p","HNRNPU"
"hsa-miR-200b-5p","HOOK1"
"hsa-miR-200b-5p","HTT"
"hsa-miR-200b-5p","IGF2"
"hsa-miR-200b-5p","IL12RB2"
"hsa-miR-200b-5p","ITGAV"
"hsa-miR-200b-5p","ITPR1"
"hsa-miR-200b-5p","ITSN1"
"hsa-miR-200b-5p","KCMF1"
"hsa-miR-200b-5p","KCNJ15"
"hsa-miR-200b-5p","KLF9"
"hsa-miR-200b-5p","KLHL3"
"hsa-miR-200b-5p","LAMC1"
"hsa-miR-200b-5p","LFNG"
"hsa-miR-200b-5p","LMO4"
"hsa-miR-200b-5p","LPAR1"
"hsa-miR-200b-5p","LRP1"
"hsa-miR-200b-5p","LRPPRC"
"hsa-miR-200b-5p","MAF"
"hsa-miR-200b-5p","MAP1B"
"hsa-miR-200b-5p","MAP4K4"
"hsa-miR-200b-5p","MARCKS"
"hsa-miR-200b-5p","MCC"
"hsa-miR-200b-5p","MED6"
"hsa-miR-200b-5p","MMP16"
"hsa-miR-200b-5p","MPP5"
"hsa-miR-200b-5p","MPRIP"
"hsa-miR-200b-5p","NDN"
"hsa-miR-200b-5p","NFIB"
"hsa-miR-200b-5p","NGEF"
"hsa-miR-200b-5p","NOVA1"
"hsa-miR-200b-5p","NR5A2"
"hsa-miR-200b-5p","OTX1"
"hsa-miR-200b-5p","PABPC1"
"hsa-miR-200b-5p","PARD6B"
"hsa-miR-200b-5p","PCBP1"
"hsa-miR-200b-5p","PCDH8"
"hsa-miR-200b-5p","PCSK5"
"hsa-miR-200b-5p","PDCD10"
"hsa-miR-200b-5p","PIK3CB"
"hsa-miR-200b-5p","PIP4K2A"
"hsa-miR-200b-5p","PPA1"
"hsa-miR-200b-5p","PPP1CB"
"hsa-miR-200b-5p","PPP1R9A"
"hsa-miR-200b-5p","PPP1R9B"
"hsa-miR-200b-5p","PRKCA"
"hsa-miR-200b-5p","PRKG1"
"hsa-miR-200b-5p","PRKRA"
"hsa-miR-200b-5p","PTGDR"
"hsa-miR-200b-5p","PTPN13"
"hsa-miR-200b-5p","PTPRD"
"hsa-miR-200b-5p","PVRL4"
"hsa-miR-200b-5p","RAD21"
"hsa-miR-200b-5p","RELN"
"hsa-miR-200b-5p","REPS1"
"hsa-miR-200b-5p","RGL1"
"hsa-miR-200b-5p","RIPK2"
"hsa-miR-200b-5p","ROBO2"
"hsa-miR-200b-5p","RUNX1T1"
"hsa-miR-200b-5p","SDC2"
"hsa-miR-200b-5p","SEPHS1"
"hsa-miR-200b-5p","SERPINH1"
"hsa-miR-200b-5p","SHC1"
"hsa-miR-200b-5p","SLIT2"
"hsa-miR-200b-5p","SNAP25"
"hsa-miR-200b-5p","SNTB2"
"hsa-miR-200b-5p","SOX17"
"hsa-miR-200b-5p","STARD13"
"hsa-miR-200b-5p","TARDBP"
"hsa-miR-200b-5p","TCF4"
"hsa-miR-200b-5p","TFAP2A"
"hsa-miR-200b-5p","THAP1"
"hsa-miR-200b-5p","TIMP2"
"hsa-miR-200b-5p","TM4SF1"
"hsa-miR-200b-5p","TOB1"
"hsa-miR-200b-5p","TOMM20"
"hsa-miR-200b-5p","TPD52"
"hsa-miR-200b-5p","TPD52L1"
"hsa-miR-200b-5p","TRIM2"
"hsa-miR-200b-5p","TRPS1"
"hsa-miR-200b-5p","UGP2"
"hsa-miR-200b-5p","USP6NL"
"hsa-miR-200b-5p","WEE1"
"hsa-miR-200b-5p","WIPF1"
"hsa-miR-200b-5p","YES1"
"hsa-miR-200b-5p","ZBTB16"
"hsa-miR-200b-5p","ZEB1"
"hsa-miR-200b-5p","ZEB2"
"hsa-miR-200b-5p","ZNF423"
"hsa-miR-200b-5p","ZNF639"
"hsa-miR-200c-5p","ACVR2B"
"hsa-miR-200c-5p","ADIPOR2"
"hsa-miR-200c-5p","AEBP2"
"hsa-miR-200c-5p","ANK3"
"hsa-miR-200c-5p","ARL6IP1"
"hsa-miR-200c-5p","ASF1A"
"hsa-miR-200c-5p","ATF7IP"
"hsa-miR-200c-5p","BDKRB2"
"hsa-miR-200c-5p","BNC2"
"hsa-miR-200c-5p","BRD7"
"hsa-miR-200c-5p","CACNA1C"
"hsa-miR-200c-5p","CASP2"
"hsa-miR-200c-5p","CCNA2"
"hsa-miR-200c-5p","CDH1"
"hsa-miR-200c-5p","CDH11"
"hsa-miR-200c-5p","CDK2"
"hsa-miR-200c-5p","CDKN1B"
"hsa-miR-200c-5p","CDX4"
"hsa-miR-200c-5p","CEBPB"
"hsa-miR-200c-5p","CEP57"
"hsa-miR-200c-5p","CFH"
"hsa-miR-200c-5p","CFL2"
"hsa-miR-200c-5p","CHN2"
"hsa-miR-200c-5p","CNOT7"
"hsa-miR-200c-5p","CUL4A"
"hsa-miR-200c-5p","CYTH3"
"hsa-miR-200c-5p","DACT1"
"hsa-miR-200c-5p","DAP3"
"hsa-miR-200c-5p","DCUN1D1"
"hsa-miR-200c-5p","DHX9"
"hsa-miR-200c-5p","DNMT3B"
"hsa-miR-200c-5p","DUSP1"
"hsa-miR-200c-5p","E2F3"
"hsa-miR-200c-5p","EDNRA"
"hsa-miR-200c-5p","EED"
"hsa-miR-200c-5p","EFNA1"
"hsa-miR-200c-5p","EGLN1"
"hsa-miR-200c-5p","ELK3"
"hsa-miR-200c-5p","ENSA"
"hsa-miR-200c-5p","ERC1"
"hsa-miR-200c-5p","ERG"
"hsa-miR-200c-5p","EXOSC3"
"hsa-miR-200c-5p","FGFR1"
"hsa-miR-200c-5p","FHOD1"
"hsa-miR-200c-5p","FLI1"
"hsa-miR-200c-5p","FLT1"
"hsa-miR-200c-5p","FMR1"
"hsa-miR-200c-5p","FN1"
"hsa-miR-200c-5p","FRMD6"
"hsa-miR-200c-5p","FXR1"
"hsa-miR-200c-5p","FYN"
"hsa-miR-200c-5p","FZD6"
"hsa-miR-200c-5p","GABPB1"
"hsa-miR-200c-5p","GAPDH"
"hsa-miR-200c-5p","GATA2"
"hsa-miR-200c-5p","GATA4"
"hsa-miR-200c-5p","GATAD2B"
"hsa-miR-200c-5p","GDI2"
"hsa-miR-200c-5p","GREM2"
"hsa-miR-200c-5p","GRIA3"
"hsa-miR-200c-5p","GRIP1"
"hsa-miR-200c-5p","GRK5"
"hsa-miR-200c-5p","HNRNPK"
"hsa-miR-200c-5p","HNRNPU"
"hsa-miR-200c-5p","HOOK1"
"hsa-miR-200c-5p","HSP90AA1"
"hsa-miR-200c-5p","IGF2"
"hsa-miR-200c-5p","ILF3"
"hsa-miR-200c-5p","IPO8"
"hsa-miR-200c-5p","ITPR1"
"hsa-miR-200c-5p","ITSN1"
"hsa-miR-200c-5p","JUN"
"hsa-miR-200c-5p","KCMF1"
"hsa-miR-200c-5p","KCNE4"
"hsa-miR-200c-5p","KCNJ15"
"hsa-miR-200c-5p","KHDRBS1"
"hsa-miR-200c-5p","KIF11"
"hsa-miR-200c-5p","KLF11"
"hsa-miR-200c-5p","KLF9"
"hsa-miR-200c-5p","KLHL3"
"hsa-miR-200c-5p","KPNA2"
"hsa-miR-200c-5p","KRAS"
"hsa-miR-200c-5p","LAMC1"
"hsa-miR-200c-5p","LFNG"
"hsa-miR-200c-5p","LHX9"
"hsa-miR-200c-5p","LIMA1"
"hsa-miR-200c-5p","LMNB1"
"hsa-miR-200c-5p","LMO4"
"hsa-miR-200c-5p","LPAR1"
"hsa-miR-200c-5p","LRP1"
"hsa-miR-200c-5p","LRPPRC"
"hsa-miR-200c-5p","M6PR"
"hsa-miR-200c-5p","MAF"
"hsa-miR-200c-5p","MAP1B"
"hsa-miR-200c-5p","MAP4K4"
"hsa-miR-200c-5p","MAP7D1"
"hsa-miR-200c-5p","MCC"
"hsa-miR-200c-5p","MITF"
"hsa-miR-200c-5p","MLLT10"
"hsa-miR-200c-5p","MMP16"
"hsa-miR-200c-5p","MPRIP"
"hsa-miR-200c-5p","MXD4"
"hsa-miR-200c-5p","MXI1"
"hsa-miR-200c-5p","MYB"
"hsa-miR-200c-5p","NCAM1"
"hsa-miR-200c-5p","NDN"
"hsa-miR-200c-5p","NEK9"
"hsa-miR-200c-5p","NFIB"
"hsa-miR-200c-5p","NOVA1"
"hsa-miR-200c-5p","NR5A2"
"hsa-miR-200c-5p","NRP2"
"hsa-miR-200c-5p","PABPC1"
"hsa-miR-200c-5p","PAK6"
"hsa-miR-200c-5p","PARD6B"
"hsa-miR-200c-5p","PCBP1"
"hsa-miR-200c-5p","PCDH8"
"hsa-miR-200c-5p","PCSK5"
"hsa-miR-200c-5p","PDCD10"
"hsa-miR-200c-5p","PHB2"
"hsa-miR-200c-5p","PI4K2B"
"hsa-miR-200c-5p","PIK3CB"
"hsa-miR-200c-5p","PKD1"
"hsa-miR-200c-5p","PLAGL2"
"hsa-miR-200c-5p","PPM1F"
"hsa-miR-200c-5p","PPP1CB"
"hsa-miR-200c-5p","PPP1R9A"
"hsa-miR-200c-5p","PPP1R9B"
"hsa-miR-200c-5p","PRKAR2B"
"hsa-miR-200c-5p","PRKCA"
"hsa-miR-200c-5p","PRKG1"
"hsa-miR-200c-5p","PRKRA"
"hsa-miR-200c-5p","PTGDR"
"hsa-miR-200c-5p","PTHLH"
"hsa-miR-200c-5p","PTPRD"
"hsa-miR-200c-5p","PUM2"
"hsa-miR-200c-5p","PVRL4"
"hsa-miR-200c-5p","RAD21"
"hsa-miR-200c-5p","RALBP1"
"hsa-miR-200c-5p","RAN"
"hsa-miR-200c-5p","RBBP8"
"hsa-miR-200c-5p","RBM8A"
"hsa-miR-200c-5p","RCOR3"
"hsa-miR-200c-5p","RELN"
"hsa-miR-200c-5p","REPS1"
"hsa-miR-200c-5p","RIPK2"
"hsa-miR-200c-5p","RNF19A"
"hsa-miR-200c-5p","RUNX1T1"
"hsa-miR-200c-5p","SDC2"
"hsa-miR-200c-5p","SEPHS1"
"hsa-miR-200c-5p","SERBP1"
"hsa-miR-200c-5p","SERPINH1"
"hsa-miR-200c-5p","SFPQ"
"hsa-miR-200c-5p","SHC1"
"hsa-miR-200c-5p","SKP2"
"hsa-miR-200c-5p","SLIT2"
"hsa-miR-200c-5p","SMAD2"
"hsa-miR-200c-5p","SNAP25"
"hsa-miR-200c-5p","SOCS6"
"hsa-miR-200c-5p","SPRED1"
"hsa-miR-200c-5p","STARD13"
"hsa-miR-200c-5p","SYNCRIP"
"hsa-miR-200c-5p","TAF4"
"hsa-miR-200c-5p","TARDBP"
"hsa-miR-200c-5p","TCF4"
"hsa-miR-200c-5p","TCP1"
"hsa-miR-200c-5p","TFAP2A"
"hsa-miR-200c-5p","THAP1"
"hsa-miR-200c-5p","TIFA"
"hsa-miR-200c-5p","TIMP2"
"hsa-miR-200c-5p","TM4SF1"
"hsa-miR-200c-5p","TOMM20"
"hsa-miR-200c-5p","TPD52"
"hsa-miR-200c-5p","TPD52L1"
"hsa-miR-200c-5p","TROVE2"
"hsa-miR-200c-5p","TRPS1"
"hsa-miR-200c-5p","UBE2R2"
"hsa-miR-200c-5p","UGP2"
"hsa-miR-200c-5p","USP5"
"hsa-miR-200c-5p","USP6NL"
"hsa-miR-200c-5p","VIM"
"hsa-miR-200c-5p","WEE1"
"hsa-miR-200c-5p","WIPF1"
"hsa-miR-200c-5p","WNK1"
"hsa-miR-200c-5p","XPO1"
"hsa-miR-200c-5p","XPOT"
"hsa-miR-200c-5p","YEATS4"
"hsa-miR-200c-5p","YES1"
"hsa-miR-200c-5p","YWHAE"
"hsa-miR-200c-5p","YWHAQ"
"hsa-miR-200c-5p","ZBTB16"
"hsa-miR-200c-5p","ZBTB5"
"hsa-miR-200c-5p","ZC3H15"
"hsa-miR-200c-5p","ZEB1"
"hsa-miR-200c-5p","ZEB2"
"hsa-miR-200c-5p","ZFPM1"
"hsa-miR-200c-5p","ZNF423"
"hsa-miR-200c-5p","ZNF638"
"hsa-miR-202-5p","DUSP1"
"hsa-miR-202-5p","GLI1"
"hsa-miR-202-5p","ROBO4"
"hsa-miR-202-5p","TGFBR2"
"hsa-miR-202-5p","TGFBR3"
"hsa-miR-203b-5p","TGFA"
"hsa-miR-203b-5p","YWHAE"
"hsa-miR-204-5p","ADCY5"
"hsa-miR-204-5p","ADCYAP1R1"
"hsa-miR-204-5p","BACH2"
"hsa-miR-204-5p","CAMK2D"
"hsa-miR-204-5p","CDCA3"
"hsa-miR-204-5p","CHN2"
"hsa-miR-204-5p","DHH"
"hsa-miR-204-5p","E2F2"
"hsa-miR-204-5p","EGR1"
"hsa-miR-204-5p","GNG11"
"hsa-miR-204-5p","GPM6A"
"hsa-miR-204-5p","HGF"
"hsa-miR-204-5p","HHEX"
"hsa-miR-204-5p","LPL"
"hsa-miR-204-5p","MAP1A"
"hsa-miR-204-5p","MYOC"
"hsa-miR-204-5p","MYOCD"
"hsa-miR-204-5p","NOVA1"
"hsa-miR-204-5p","NR3C2"
"hsa-miR-204-5p","NTRK2"
"hsa-miR-204-5p","PFDN5"
"hsa-miR-204-5p","RAD51"
"hsa-miR-204-5p","RUNX2"
"hsa-miR-204-5p","SCN4A"
"hsa-miR-204-5p","SERPINF2"
"hsa-miR-204-5p","SETBP1"
"hsa-miR-204-5p","SOD2"
"hsa-miR-204-5p","SYT6"
"hsa-miR-204-5p","TGFBR2"
"hsa-miR-204-5p","TREM1"
"hsa-miR-204-5p","ZEB1"
"hsa-miR-205-5p","CDH11"
"hsa-miR-205-5p","CFL2"
"hsa-miR-205-5p","CHEK2"
"hsa-miR-205-5p","GATA3"
"hsa-miR-205-5p","ITGB3BP"
"hsa-miR-205-5p","MPRIP"
"hsa-miR-205-5p","NFIA"
"hsa-miR-205-5p","PRKCA"
"hsa-miR-205-5p","PROX1"
"hsa-miR-205-5p","SATB2"
"hsa-miR-205-5p","SPTBN1"
"hsa-miR-205-5p","STX6"
"hsa-miR-205-5p","TFG"
"hsa-miR-205-5p","TIMP2"
"hsa-miR-205-5p","TPD52L1"
"hsa-miR-205-5p","VDAC2"
"hsa-miR-205-5p","VIM"
"hsa-miR-205-5p","ZEB2"
"hsa-miR-20a-5p","ABCA1"
"hsa-miR-20a-5p","ACVRL1"
"hsa-miR-20a-5p","ADD1"
"hsa-miR-20a-5p","ADRBK2"
"hsa-miR-20a-5p","AFF1"
"hsa-miR-20a-5p","AFF4"
"hsa-miR-20a-5p","AHNAK"
"hsa-miR-20a-5p","AHR"
"hsa-miR-20a-5p","AKAP13"
"hsa-miR-20a-5p","AKTIP"
"hsa-miR-20a-5p","AMFR"
"hsa-miR-20a-5p","ANTXR2"
"hsa-miR-20a-5p","AP1G1"
"hsa-miR-20a-5p","APBB2"
"hsa-miR-20a-5p","APOA1BP"
"hsa-miR-20a-5p","ARHGAP1"
"hsa-miR-20a-5p","ARHGAP26"
"hsa-miR-20a-5p","ARHGAP5"
"hsa-miR-20a-5p","ARHGEF7"
"hsa-miR-20a-5p","ARID4A"
"hsa-miR-20a-5p","ATG7"
"hsa-miR-20a-5p","ATP2B1"
"hsa-miR-20a-5p","ATP5C1"
"hsa-miR-20a-5p","ATXN1"
"hsa-miR-20a-5p","BACH1"
"hsa-miR-20a-5p","BAG3"
"hsa-miR-20a-5p","BCL10"
"hsa-miR-20a-5p","BCL11A"
"hsa-miR-20a-5p","BCL11B"
"hsa-miR-20a-5p","BECN1"
"hsa-miR-20a-5p","BHLHE40"
"hsa-miR-20a-5p","BMPR2"
"hsa-miR-20a-5p","BNC2"
"hsa-miR-20a-5p","BNIP3L"
"hsa-miR-20a-5p","BTBD2"
"hsa-miR-20a-5p","BTG3"
"hsa-miR-20a-5p","BYSL"
"hsa-miR-20a-5p","C1QBP"
"hsa-miR-20a-5p","CALCOCO2"
"hsa-miR-20a-5p","CALD1"
"hsa-miR-20a-5p","CARD8"
"hsa-miR-20a-5p","CAV1"
"hsa-miR-20a-5p","CBX7"
"hsa-miR-20a-5p","CBX8"
"hsa-miR-20a-5p","CCDC137"
"hsa-miR-20a-5p","CCNA2"
"hsa-miR-20a-5p","CCNB1"
"hsa-miR-20a-5p","CCND2"
"hsa-miR-20a-5p","CCT7"
"hsa-miR-20a-5p","CD28"
"hsa-miR-20a-5p","CD93"
"hsa-miR-20a-5p","CDC25A"
"hsa-miR-20a-5p","CDC42"
"hsa-miR-20a-5p","CDC6"
"hsa-miR-20a-5p","CDCA3"
"hsa-miR-20a-5p","CDK2"
"hsa-miR-20a-5p","CDK2AP1"
"hsa-miR-20a-5p","CDR2"
"hsa-miR-20a-5p","CDT1"
"hsa-miR-20a-5p","CEP72"
"hsa-miR-20a-5p","CHAF1A"
"hsa-miR-20a-5p","CHD9"
"hsa-miR-20a-5p","CHEK1"
"hsa-miR-20a-5p","CITED2"
"hsa-miR-20a-5p","CNN1"
"hsa-miR-20a-5p","COL4A1"
"hsa-miR-20a-5p","COPS3"
"hsa-miR-20a-5p","CORO2B"
"hsa-miR-20a-5p","CRIPT"
"hsa-miR-20a-5p","CRTC2"
"hsa-miR-20a-5p","CRY2"
"hsa-miR-20a-5p","CSF1"
"hsa-miR-20a-5p","CSNK1A1"
"hsa-miR-20a-5p","CTSS"
"hsa-miR-20a-5p","CYCS"
"hsa-miR-20a-5p","CYLD"
"hsa-miR-20a-5p","DAAM1"
"hsa-miR-20a-5p","DAB1"
"hsa-miR-20a-5p","DAB2"
"hsa-miR-20a-5p","DAZAP2"
"hsa-miR-20a-5p","DEDD"
"hsa-miR-20a-5p","DGCR14"
"hsa-miR-20a-5p","DNAJB9"
"hsa-miR-20a-5p","DNAJC13"
"hsa-miR-20a-5p","DNMT1"
"hsa-miR-20a-5p","DPYSL5"
"hsa-miR-20a-5p","DRD1"
"hsa-miR-20a-5p","E2F1"
"hsa-miR-20a-5p","E2F2"
"hsa-miR-20a-5p","E2F3"
"hsa-miR-20a-5p","E2F5"
"hsa-miR-20a-5p","EDA2R"
"hsa-miR-20a-5p","EDNRB"
"hsa-miR-20a-5p","EEA1"
"hsa-miR-20a-5p","EEF1G"
"hsa-miR-20a-5p","EIF3E"
"hsa-miR-20a-5p","EIF4G3"
"hsa-miR-20a-5p","ELK3"
"hsa-miR-20a-5p","EPAS1"
"hsa-miR-20a-5p","ERAP1"
"hsa-miR-20a-5p","ESR1"
"hsa-miR-20a-5p","ETV1"
"hsa-miR-20a-5p","F13A1"
"hsa-miR-20a-5p","F2R"
"hsa-miR-20a-5p","F2RL3"
"hsa-miR-20a-5p","F3"
"hsa-miR-20a-5p","FAM46C"
"hsa-miR-20a-5p","FAM83D"
"hsa-miR-20a-5p","FBL"
"hsa-miR-20a-5p","FBN1"
"hsa-miR-20a-5p","FBXL5"
"hsa-miR-20a-5p","FBXW11"
"hsa-miR-20a-5p","FLAD1"
"hsa-miR-20a-5p","FLT1"
"hsa-miR-20a-5p","FOXA1"
"hsa-miR-20a-5p","FOXC1"
"hsa-miR-20a-5p","FOXK2"
"hsa-miR-20a-5p","FOXM1"
"hsa-miR-20a-5p","FRMD6"
"hsa-miR-20a-5p","FZD4"
"hsa-miR-20a-5p","FZD9"
"hsa-miR-20a-5p","GAB1"
"hsa-miR-20a-5p","GAL"
"hsa-miR-20a-5p","GIT2"
"hsa-miR-20a-5p","GJA1"
"hsa-miR-20a-5p","GNB5"
"hsa-miR-20a-5p","GPI"
"hsa-miR-20a-5p","HECTD1"
"hsa-miR-20a-5p","HERC1"
"hsa-miR-20a-5p","HIF1A"
"hsa-miR-20a-5p","HIP1"
"hsa-miR-20a-5p","HIVEP3"
"hsa-miR-20a-5p","HNRNPA2B1"
"hsa-miR-20a-5p","HNRNPL"
"hsa-miR-20a-5p","HNRNPU"
"hsa-miR-20a-5p","HOXB2"
"hsa-miR-20a-5p","HOXB3"
"hsa-miR-20a-5p","IFITM2"
"hsa-miR-20a-5p","IFNAR1"
"hsa-miR-20a-5p","IGFBP5"
"hsa-miR-20a-5p","IL6ST"
"hsa-miR-20a-5p","IPO5"
"hsa-miR-20a-5p","IRAK1BP1"
"hsa-miR-20a-5p","IRF2"
"hsa-miR-20a-5p","IRS1"
"hsa-miR-20a-5p","ITFG1"
"hsa-miR-20a-5p","ITGA2"
"hsa-miR-20a-5p","ITGA4"
"hsa-miR-20a-5p","ITGB1"
"hsa-miR-20a-5p","JAK1"
"hsa-miR-20a-5p","KAT2B"
"hsa-miR-20a-5p","KHSRP"
"hsa-miR-20a-5p","KIAA0513"
"hsa-miR-20a-5p","KIF3B"
"hsa-miR-20a-5p","KLF10"
"hsa-miR-20a-5p","KLF3"
"hsa-miR-20a-5p","KLF9"
"hsa-miR-20a-5p","KPNA2"
"hsa-miR-20a-5p","LAMC1"
"hsa-miR-20a-5p","LASP1"
"hsa-miR-20a-5p","LIMA1"
"hsa-miR-20a-5p","LIMK1"
"hsa-miR-20a-5p","LITAF"
"hsa-miR-20a-5p","LNPEP"
"hsa-miR-20a-5p","LPAR2"
"hsa-miR-20a-5p","LPXN"
"hsa-miR-20a-5p","MAGOHB"
"hsa-miR-20a-5p","MAP1B"
"hsa-miR-20a-5p","MAP1LC3B"
"hsa-miR-20a-5p","MAP3K12"
"hsa-miR-20a-5p","MAP3K2"
"hsa-miR-20a-5p","MAP3K3"
"hsa-miR-20a-5p","MAP3K5"
"hsa-miR-20a-5p","MAPK9"
"hsa-miR-20a-5p","MATR3"
"hsa-miR-20a-5p","MCC"
"hsa-miR-20a-5p","MCM2"
"hsa-miR-20a-5p","MCM3"
"hsa-miR-20a-5p","MCM4"
"hsa-miR-20a-5p","MELK"
"hsa-miR-20a-5p","MKL2"
"hsa-miR-20a-5p","MLLT1"
"hsa-miR-20a-5p","MMP2"
"hsa-miR-20a-5p","MYC"
"hsa-miR-20a-5p","MYH9"
"hsa-miR-20a-5p","MYO10"
"hsa-miR-20a-5p","MYO5A"
"hsa-miR-20a-5p","NCL"
"hsa-miR-20a-5p","NCOA3"
"hsa-miR-20a-5p","NDN"
"hsa-miR-20a-5p","NDUFS2"
"hsa-miR-20a-5p","NEK9"
"hsa-miR-20a-5p","NFIC"
"hsa-miR-20a-5p","NHLH1"
"hsa-miR-20a-5p","NIN"
"hsa-miR-20a-5p","NOL4"
"hsa-miR-20a-5p","NPM1"
"hsa-miR-20a-5p","NR2F6"
"hsa-miR-20a-5p","NT5E"
"hsa-miR-20a-5p","PABPC4"
"hsa-miR-20a-5p","PAG1"
"hsa-miR-20a-5p","PALLD"
"hsa-miR-20a-5p","PAX9"
"hsa-miR-20a-5p","PCNA"
"hsa-miR-20a-5p","PDGFB"
"hsa-miR-20a-5p","PDGFRA"
"hsa-miR-20a-5p","PEA15"
"hsa-miR-20a-5p","PHF10"
"hsa-miR-20a-5p","PIK3R1"
"hsa-miR-20a-5p","PIP4K2A"
"hsa-miR-20a-5p","PKD2"
"hsa-miR-20a-5p","PLSCR4"
"hsa-miR-20a-5p","PLXNA2"
"hsa-miR-20a-5p","POLR1E"
"hsa-miR-20a-5p","POLR2H"
"hsa-miR-20a-5p","POLR3F"
"hsa-miR-20a-5p","PPARG"
"hsa-miR-20a-5p","PPM1G"
"hsa-miR-20a-5p","PRKAA1"
"hsa-miR-20a-5p","PRKCB"
"hsa-miR-20a-5p","PRKG1"
"hsa-miR-20a-5p","PRRX1"
"hsa-miR-20a-5p","PRSS23"
"hsa-miR-20a-5p","PSMB4"
"hsa-miR-20a-5p","PSMB6"
"hsa-miR-20a-5p","PTBP1"
"hsa-miR-20a-5p","PTGDR"
"hsa-miR-20a-5p","PTGFRN"
"hsa-miR-20a-5p","PTPN21"
"hsa-miR-20a-5p","PTRF"
"hsa-miR-20a-5p","PURA"
"hsa-miR-20a-5p","RAB5B"
"hsa-miR-20a-5p","RAB8B"
"hsa-miR-20a-5p","RABEP1"
"hsa-miR-20a-5p","RAI14"
"hsa-miR-20a-5p","RAN"
"hsa-miR-20a-5p","RAP1B"
"hsa-miR-20a-5p","RAPGEF1"
"hsa-miR-20a-5p","RAPGEF2"
"hsa-miR-20a-5p","RASGRF2"
"hsa-miR-20a-5p","RASSF5"
"hsa-miR-20a-5p","RB1"
"hsa-miR-20a-5p","RBBP7"
"hsa-miR-20a-5p","RBL2"
"hsa-miR-20a-5p","RBM10"
"hsa-miR-20a-5p","RBM8A"
"hsa-miR-20a-5p","RBPJ"
"hsa-miR-20a-5p","REEP5"
"hsa-miR-20a-5p","RFC3"
"hsa-miR-20a-5p","RFXANK"
"hsa-miR-20a-5p","RGL1"
"hsa-miR-20a-5p","RGS4"
"hsa-miR-20a-5p","RGS5"
"hsa-miR-20a-5p","RHOC"
"hsa-miR-20a-5p","RNF4"
"hsa-miR-20a-5p","RNPS1"
"hsa-miR-20a-5p","ROBO4"
"hsa-miR-20a-5p","RORA"
"hsa-miR-20a-5p","RPIA"
"hsa-miR-20a-5p","RPL14"
"hsa-miR-20a-5p","RPL18A"
"hsa-miR-20a-5p","RPS10"
"hsa-miR-20a-5p","RPS27A"
"hsa-miR-20a-5p","RPS6KA2"
"hsa-miR-20a-5p","RPS6KA5"
"hsa-miR-20a-5p","RYBP"
